NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,country,owner,source,url,latitude,longitude,commissioning_year,fuel1,fuel2,fuel3,fuel4,generation_gwh_2012,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016
Aeroporto de Belo Horizonte - Pampulha I,BRA0040621,0.20400000000000001,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.847954,-43.94109,,Oil,,,,,,,,
Aeroporto de Belo Horizonte - Pampulha II,BRA0040622,0.024,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.831565,-43.993868,,Oil,,,,,,,,
Aeroporto de Belo Horizonte - Pampulha III,BRA0041880,0.024,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.847954,-43.94109,,Oil,,,,,,,,
Aeroporto de Campo de Marte,BRA0041881,0.307,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.50689,-46.626818,,Oil,,,,,,,,
Aeroporto de Campos - SBCP,BRA0041882,0.14400000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.69601,-41.290535,,Oil,,,,,,,,
Aeroporto de Carlos Prates,BRA0041153,0.029,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.89601,-43.973868,,Oil,,,,,,,,
Aeroporto de Jacarepaguá,BRA0041154,0.096,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.979343,-43.357201,,Oil,,,,,,,,
Aeroporto de Joinville,BRA0041155,0.588,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-26.212676,-48.790535,,Oil,,,,,,,,
Aeroporto de Juiz de Fora,BRA0041156,0.048,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.789065,-43.37609,,Oil,,,,,,,,
Aeroporto de Londrina,BRA0040623,0.876,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.329343,-51.123868,,Oil,,,,,,,,
Aeroporto de Macaé,BRA0040624,0.244,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.341843,-41.754423,,Oil,,,,,,,,
Aeroporto de Maceió,BRA0042594,0.79,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-9.512676,-35.773868,,Gas,,,,,,,,
Aeroporto de Montes Claros - Mário Ribeiro,BRA0040625,0.16,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-16.701843,-43.811368,,Oil,,,,,,,,
Aeroporto de Palmas,BRA0040626,0.9540000000000001,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-10.16301,-48.323535,,Oil,,,,,,,,
Aeroporto de São José dos Campos,BRA0040627,0.084,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.17501,-45.877535,,Oil,,,,,,,,
Aeroporto de Tefé,BRA0040628,0.14400000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-3.362676,-64.707201,,Oil,,,,,,,,
Aeroporto de Teresina - Senador Petrônio Portella,BRA0041157,0.23,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-5.08501,-42.792535,,Oil,,,,,,,,
Aeroporto de Uberaba,BRA0041158,0.128,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.929343,-47.957201,,Oil,,,,,,,,
Aeroporto de Uberlândia,BRA0041159,0.28800000000000003,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-18.879343,-48.207201,,Oil,,,,,,,,
Aeroporto de Urubupungá,BRA0041160,0.0176,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.86801,-51.478535,,Oil,,,,,,,,
Afasa,BRA0042595,0.28800000000000003,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.17401,-47.800535,,Oil,,,,,,,,
Afuá,BRA0042265,2.8728000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-0.159065,-50.373868,,Oil,,,,,,,,
Agostinho Rodrigues,BRA0020441,0.504,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.261667,-43.798056,,Hydro,,,,,,,,
Agribel,BRA0042438,0.192,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-5.8142,-42.777135,,Oil,,,,,,,,
Agrisa Agroindustrial,BRA0040956,0.4,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.60003,-42.147329,,Oil,,,,,,,,
Agrisa Industrial,BRA0041042,0.4,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.60409,-42.15569,,Oil,,,,,,,,
