Plant Code,Plant Name,Owner,NERC Region,Latitude,Longitude,Weighted Year.Month,Primary Fuel,Total Capacity (MW),Net Generation (MWh)
4176,Fremont Canyon,U S Bureau of Reclamation,WECC,42.4766,-106.795901,1962,Hydro,66.8,133507
4177,Glendo,U S Bureau of Reclamation,WECC,42.467254,-104.955526,1960,Hydro,38,80112
4178,Guernsey,U S Bureau of Reclamation,WECC,42.289868,-104.760634,1928,Hydro,6.4,15838
4180,Kortes,U S Bureau of Reclamation,WECC,42.174301,-106.880543,1951,Hydro,36,130209
4182,Seminoe,U S Bureau of Reclamation,WECC,42.156127,-106.908483,1940,Hydro,51.6,119627
4183,Shoshone (WY),U S Bureau of Reclamation,WECC,44.502897,-109.181228,1923,Hydro,3,19748
4185,Fontenelle,U S Bureau of Reclamation,WECC,42.027013,-110.063973,1969,Hydro,10,68718
4195,Powerlane Plant,City of Greenville - (TX),TRE,33.1707,-96.1264,1982,Gas,109.9,34089
4201,Combined Locks,City of Kaukauna,MRO,44.273511,-88.300548,1989,Hydro,6.2,45542
4204,Island Park,Fall River Rural Elec Coop Inc,WECC,44.418293,-111.395971,1995,Hydro,4.8,15667
4213,PHP 1,Portland General Electric Co,WECC,45.481708,-122.083188,1983,Hydro,23.7,56508
4214,PHP 2,Portland General Electric Co,WECC,45.448977,-122.151257,1983,Hydro,11.8,35910
4251,Logan City,City of Logan - (UT),WECC,41.725833,-111.8433,2003,Gas,15.9,131
4256,Walnut,Turlock Irrigation District,WECC,37.4903,-120.9044,1987,Gas,49.8,626
4257,Easton 2,Easton Utilities Comm,RFC,38.795,-76.07,1991,Oil,38.8,6811
4258,Greenup Hydro,City of Hamilton - (OH),RFC,38.6472,-82.8594,1983,Hydro,70.2,203740
4259,Endicott Station,Michigan South Central Pwr Agy,RFC,42.0317,-84.755,1983,Coal,55,250689
4263,Echo Dam,City of Bountiful,WECC,40.964828,-111.433937,1988,Hydro,4.4,3757
4266,Spencer,City of Garland - (TX),TRE,33.1975,-97.1061,1971,Gas,126.5,4579
4270,Waterford 3,Entergy Louisiana LLC,SERC,29.995267,-90.471581,1986,Nuclear,1199.8,9156336
4271,John P Madgett,Dairyland Power Coop,MRO,44.303583,-91.912647,1980,Coal,387,1383643
4937,Thomas C Ferguson,Lower Colorado River Authority,TRE,30.558,-98.3705,2015,Gas,559,0
4939,Barney M Davis,Topaz Power Group  LLC,TRE,27.6064,-97.3117,1988,Gas,1082.2,1793002
4940,Riverside (OK),Public Service Co of Oklahoma,SPP,35.9978,-95.9567,1981,Gas,1121.7,290414
4941,Navajo,Salt River Project,WECC,36.9047,-111.3886,1976,Coal,2409.3,17297076
5083,Cumberland (NJ),Calpine New Jersey Generation LLC,RFC,39.3757,-74.9654,2002,Gas,231.2,116354
6000,Donald C Cook,Indiana Michigan Power Co,RFC,41.975604,-86.565206,1978,Nuclear,2285.3,17630792
6001,Joseph M Farley,Alabama Power Co,SERC,31.2231,-85.1116,1980,Nuclear,1776.4,14505389
6002,James H Miller Jr,Alabama Power Co,SERC,33.6319,-87.0597,1987,Coal,2822,18478397
6004,FirstEnergy Pleasants Power Station,Allegheny Energy Supply Co LLC,RFC,39.366667,-81.294444,1981,Coal,1368,8578386
6006,Racine,AEP Generation Resources Inc,RFC,38.9153,-81.9081,1983,Hydro,47.4,251299
6008,Palo Verde,Arizona Public Service Co,WECC,33.3881,-112.8617,1987,Nuclear,4209.6,32320917
6009,White Bluff,Entergy Arkansas Inc,SERC,34.4228,-92.1406,1982,Coal,1800,10526995
6011,Calvert Cliffs Nuclear Power Plant,Calvert Cliffs Nuclear PP LLC,RFC,38.4344,-76.4417,1977,Nuclear,1828.7,14343334
6012,Sherman,"TransCanada Hydro Northeast Inc.,",NPCC,42.7297,-72.9303,1927,Hydro,7.2,29238
6013,Olive,City of Burbank Water and Power,WECC,34.1764,-118.3147,1963,Gas,109.7,0
6014,Brunswick Nuclear,Duke Energy Progress - (NC),SERC,33.9597,-78.0114,1977,Nuclear,2003.2,15332240
6015,Harris,Duke Energy Progress - (NC),SERC,35.6334,-78.9556,1988,Nuclear,950.9,8048575
6016,Duck Creek,Illinois Power Resources Generating LLC,SERC,40.4663,-89.9841,1977,Coal,441,2237999
6017,Newton,Illinois Power Generating Co,SERC,38.9361,-88.2781,1981,Coal,1234.8,6726876
6018,East Bend,Duke Energy Kentucky Inc,RFC,38.9036,-84.8514,1982,Coal,669.3,2910996
6019,W H Zimmer,Duke Energy Ohio Inc,RFC,38.8675,-84.2289,1992,Coal,1425.6,7283735
6020,Perry,FirstEnergy Nuclear Operating Company,RFC,41.8006,-81.1439,1988,Nuclear,1311.6,10455271
6021,Craig (CO),"Tri-State G & T Assn, Inc",WECC,40.4627,-107.5912,1982,Coal,1427.6,9281410
6022,Braidwood Generation Station,Exelon Nuclear,RFC,41.2435,-88.2286,1989,Nuclear,2449.8,20263665
6023,Byron Generating Station,Exelon Nuclear,RFC,42.0742,-89.2819,1987,Nuclear,2449.8,19252381
6026,LaSalle Generating Station,Exelon Nuclear,RFC,41.245498,-88.669066,1985,Nuclear,2340,18754699
6030,Coal Creek,Great River Energy,MRO,47.377743,-101.157058,1981,Coal,1211.6,8880798
6031,Killen Station,Dayton Power & Light Co,RFC,38.6903,-83.4803,1983,Coal,689.3,3821463
6034,Belle River,DTE Electric Company,RFC,42.7756,-82.495,1988,Coal,1664.4,7791594
6035,Greenwood (MI),DTE Electric Company,RFC,43.1056,-82.6964,1985,Gas,1071.3,264779
6036,Catawba,"Duke Energy Carolinas, LLC",SERC,35.0514,-81.0694,1987,Nuclear,2410.2,18711509
6038,McGuire,"Duke Energy Carolinas, LLC",SERC,35.4331,-80.9486,1983,Nuclear,2440.6,17586205
6040,Beaver Valley,FirstEnergy Nuclear Operating Company,RFC,40.6219,-80.4336,1983,Nuclear,1846.8,14757306
6041,H L Spurlock,"East Kentucky Power Coop, Inc",SERC,38.7,-83.8181,1992,Coal,1608.5,8592710
6042,Manatee,Florida Power & Light Co,FRCC,27.6058,-82.3456,1990,Oil,2951.2,7293431
6043,Martin,Florida Power & Light Co,FRCC,27.0536,-80.5628,1992,Oil,4317.5,10667947
6045,St Lucie,Florida Power & Light Co,FRCC,27.348611,-80.246389,1980,Nuclear,2160,15817574
6046,DeBary,"Duke Energy Florida, Inc",FRCC,28.903863,-81.332329,1986,Oil,860.8,72183
6047,Deerfield 2,"TransCanada Hydro Northeast Inc.,",NPCC,42.573084,-72.707274,1914,Hydro,4.8,8266
6049,West Tisbury Generating Facility,NRG Canal LLC,NPCC,41.3867,-70.6314,1976,Oil,5.4,259
6051,Edwin I Hatch,Georgia Power Co,SERC,31.9342,-82.3447,1978,Nuclear,1721.8,14509992
6052,Wansley,Georgia Power Co,SERC,33.41342,-85.032329,1978,Coal,1956.8,4851970
6055,Big Cajun 2,Louisiana Generating LLC,SERC,30.7261,-91.3692,1983,Coal,1902.9,10712769
6056,Kahului,Maui Electric Co Ltd,HICC,20.896884,-156.462696,1958,Oil,34,126421
6058,Cascade Creek,Rochester Public Utilities,MRO,44.0322,-92.4908,1992,Gas,84.9,9064
6060,Coachella,Imperial Irrigation District,WECC,33.6758,-116.1714,1975,Gas,92.4,16
6061,R D Morrow,South Mississippi El Pwr Assn,SERC,31.2186,-89.394,1979,Coal,400,764201
6063,Electrifarm,MidAmerican Energy Co,MRO,42.4407,-92.4205,1978,Gas,264.1,23785
6064,Nearman Creek,City of Kansas City - (KS),SPP,39.1681,-94.6975,1989,Coal,355,1401938
6065,Iatan,Kansas City Power & Light Co,SPP,39.4472,-94.98,1998,Coal,1640,9187942
6068,Jeffrey Energy Center,Westar Energy Inc,SPP,39.286453,-96.117231,1981,Coal,2160,11466661
6071,Trimble County,Louisville Gas & Electric Co,SERC,38.5847,-85.4117,2004,Coal,2594.1,8243230
6072,Grand Gulf,"System Energy Resources, Inc",SERC,32.0081,-91.0478,1986,Nuclear,1440,10252183
6073,Victor J Daniel Jr,Mississippi Power Co,SERC,30.5322,-88.5553,1991,Coal,2229,10882954
6074,Greenwood (MO),KCP&L Greater Missouri Operations Co,SPP,38.8615,-94.2982,1977,Gas,244,43721
6076,Colstrip,Talen Montana LLC,WECC,45.8831,-106.614,1983,Coal,2272,13729879
6077,Gerald Gentleman,Nebraska Public Power District,MRO,41.0808,-101.1408,1981,Coal,1362.6,8872009
6081,Stony Brook,Massachusetts Mun Wholes Electric Co,NPCC,42.1978,-72.5106,1983,Oil,534.6,195235
6082,Somerset Operating Co LLC,Somerset Operating Co LLC,NPCC,43.358889,-78.604722,1985,Coal,655.1,1786614
6083,Deerfield 3,"TransCanada Hydro Northeast Inc.,",NPCC,42.5995,-72.7335,1913,Hydro,4.8,24727
6085,R M Schahfer,Northern Indiana Pub Serv Co,RFC,41.2164,-87.0261,1982,Coal,2201.4,7579803
6086,Cornell,Northern States Power Co - Minnesota,MRO,45.164024,-91.157427,1977,Hydro,35.3,112985
6087,Wallace Dam,Georgia Power Co,SERC,33.3498,-83.1574,1981,Hydro,321.2,-28386
6088,North Loop,Tucson Electric Power Co,WECC,32.401,-111.1262,1981,Gas,107.8,1949
6089,Lewis & Clark,Montana-Dakota Utilities Co,MRO,47.6785,-104.15665,1959,Coal,50,290193
6090,Sherburne County,Northern States Power Co - Minnesota,MRO,45.3808,-93.8931,1981,Coal,2469.3,13324305
6092,Spirit Mound,Basin Electric Power Coop,MRO,42.897663,-96.990494,1979,Oil,135,1567
6094,FirstEnergy Bruce Mansfield,FirstEnergy Generation Corp,RFC,40.6348,-80.4159,1979,Coal,2741.1,17142740
6095,Sooner,Oklahoma Gas & Electric Co,SPP,36.45307,-97.05279,1981,Coal,1138,5893941
6096,Nebraska City,Omaha Public Power District,MRO,40.6214,-95.7764,1996,Coal,1389.6,8828982
6098,Big Stone,Otter Tail Power Co,MRO,45.303652,-96.510067,1976,Coal,457,2692593
6099,Diablo Canyon,Pacific Gas & Electric Co,WECC,35.211536,-120.855542,1986,Nuclear,2323,16985978
6100,Helms Pumped Storage,Pacific Gas & Electric Co,WECC,37.029304,-118.968252,1985,Hydro,1053,-209450
6101,Wyodak,PacifiCorp,WECC,44.290128,-105.381482,1979,Coal,402.3,2622575
6103,PPL Susquehanna,PPL Susquehanna LLC,RFC,41.0919,-76.1462,1985,Nuclear,2596,18781295
6105,Limerick,Exelon Nuclear,RFC,40.224303,-75.58744,1989,Nuclear,2277,19077244
6106,Boardman,Portland General Electric Co,WECC,45.693182,-119.808819,1981,Coal,642.2,3202307
6110,James A Fitzpatrick,Entergy Nuc Fitzpatrick LLC,NPCC,43.52139,-76.408394,1977,Nuclear,882,5828694
6112,Fort St Vrain,Public Service Co of Colorado,WECC,40.2461,-104.8742,2002,Gas,1148.5,3876504
6113,Gibson,Duke Energy Indiana Inc,RFC,38.372222,-87.765833,1979,Coal,3339.5,17747363
6115,Seabrook,NextEra Energy Seabrook LLC,NPCC,42.899167,-70.848889,1991,Nuclear,1242,10168265
6118,PSEG Hope Creek Generating Station,PSEG Nuclear LLC,RFC,39.4666,-75.5377,1987,Nuclear,1290.7,10373816
6119,Deerfield 4,"TransCanada Hydro Northeast Inc.,",NPCC,42.6198,-72.7376,1913,Hydro,4.8,6430
6120,Whitehorn,Puget Sound Energy Inc,WECC,48.828784,-122.68609,1982,Gas,169.2,24255
6122,R E Ginna Nuclear Power Plant,"R.E. Ginna Nuclear Power Plant, LLC",NPCC,43.2777,-77.3099,1971,Nuclear,614,4662495
6124,McIntosh,Georgia Power Co,SERC,32.356287,-81.168347,1992,Coal,988,308732
6125,Shrewsbury,Town of Shrewsbury - (MA),NPCC,42.2747,-71.7172,1975,Oil,14,1221
6126,Fairfield Pumped Storage,South Carolina Electric&Gas Company,SERC,34.3061,-81.3308,1979,Hydro,511.2,-152382
6127,V C Summer,South Carolina Electric&Gas Company,SERC,34.2983,-81.3153,1985,Nuclear,1029.6,6916201
6128,Amistad Dam & Power,International Bound & Wtr Comm,TRE,29.449827,-101.06011,1984,Hydro,66,74642
6130,Carters,USCE-Mobile District,SERC,34.6121,-84.6733,1977,Hydro,500,71403
6131,Jones Bluff,USCE-Mobile District,SERC,32.324242,-86.784319,1976,Hydro,82,295454
6132,Richard B Russell,USCE-Savannah District,SERC,34.0256,-82.5953,1995,Hydro,628,350213
6133,West Point (GA),USCE-Mobile District,SERC,32.918674,-85.1887,1976,Hydro,73.3,187641
6136,Gibbons Creek,Texas Municipal Power Agency,TRE,30.619937,-96.081846,1984,Coal,453.5,2785914
6137,A B Brown,Southern Indiana Gas & Elec Co,RFC,37.9053,-87.715,1987,Coal,706.8,3064003
6138,Flint Creek,Southwestern Electric Power Co,SPP,36.2561,-94.5241,1979,Coal,558,3635660
6139,Welsh,Southwestern Electric Power Co,SPP,33.05522,-94.839993,1980,Coal,1674,7982240
6140,Clarence Cannon,USCE-St Louis District,SERC,39.524791,-91.643969,1985,Hydro,58,84772
6141,Harry Truman,USCE-Kansas City District,SPP,38.2623,-93.4062,1982,Hydro,161.4,98877
6142,Ozark,USCE-Little Rock District,SPP,35.4693,-93.8175,1974,Hydro,100,41770
6144,Kansas City International,KCP&L Greater Missouri Operations Co,SPP,39.297252,-94.693153,1978,Gas,36,0
6145,Comanche Peak,Luminant Generation Company LLC,TRE,32.298365,-97.785515,1992,Nuclear,2430,18635776
6146,Martin Lake,Luminant Generation Company LLC,TRE,32.2606,-94.5706,1979,Coal,2379.6,13601314
6147,Monticello,Luminant Generation Company LLC,TRE,33.0917,-95.0417,1984,Coal,1980,6537427
6149,Davis Besse,FirstEnergy Nuclear Operating Company,RFC,41.5967,-83.0861,1978,Nuclear,925.2,5829169
6150,Bellefonte,Tennessee Valley Authority,SERC,34.7092,-85.9278,1999,Oil,14,0
6151,Raccoon Mountain,Tennessee Valley Authority,SERC,35.055795,-85.387934,1980,Hydro,1713.6,-491183
6152,Sequoyah,Tennessee Valley Authority,SERC,35.2267,-85.0917,1983,Nuclear,2441,18892391
6153,Callaway,Union Electric Co - (MO),SERC,38.758919,-91.778841,1985,Nuclear,1235.8,9276356
6155,Rush Island,Union Electric Co - (MO),SERC,38.131248,-90.263157,1977,Coal,1242,7869455
6156,New Haven Harbor,PSEG Power Connecticut LLC,NPCC,41.283997,-72.904323,1987,Oil,641.5,243299
6158,New Melones,U S Bureau of Reclamation,WECC,37.946927,-120.528211,1980,Hydro,300,275570
6159,Crystal,U S Bureau of Reclamation,WECC,38.510573,-107.625335,1979,Hydro,28,139470
6163,Grand Coulee,U S Bureau of Reclamation,WECC,47.957511,-118.977323,1968,Hydro,6809,20261569
6165,Hunter,PacifiCorp,WECC,39.1747,-111.0289,1981,Coal,1577.2,9098918
6166,Rockport,Indiana Michigan Power Co,RFC,37.9256,-87.0372,1988,Coal,2600,16717089
6167,Bath County,Virginia Electric & Power Co,SERC,38.20889,-79.8,1986,Hydro,2862,-989619
6168,North Anna,Virginia Electric & Power Co,SERC,38.06,-77.7897,1980,Nuclear,1960.4,15891448
6170,Pleasant Prairie,Wisconsin Electric Power Co,RFC,42.5381,-87.9033,1984,Coal,1235.2,6231480
6171,Laurel Dam,USCE-Nashville District,SERC,36.9614,-84.27,1978,Hydro,70,71960
6172,Libby,USACE Northwestern Division,WECC,48.4098,-115.3143,1978,Hydro,525,2513693
6174,Lost Creek,USACE Northwestern Division,WECC,42.6717,-122.6772,1978,Hydro,49,257301
6175,Lower Granite,USACE Northwestern Division,WECC,46.659503,-117.429385,1977,Hydro,810,2284833
6177,Coronado,Salt River Project,WECC,34.5789,-109.2708,1981,Coal,821.8,5419903
6178,Coleto Creek,Coleto Creek Power LP,TRE,28.7128,-97.214167,1981,Coal,622.4,5172880
6179,Fayette Power Project,Lower Colorado River Authority,TRE,29.9172,-96.7506,1983,Coal,1690,9283720
6180,Oak Grove (TX),Oak Grove Management Co LLC,TRE,31.1803,-96.4866,2011,Coal,1795.4,12910945
6181,J T Deely,City of San Antonio - (TX),TRE,29.308056,-98.3228,1979,Coal,932,5692421
6183,San Miguel,"San Miguel Electric Coop, Inc",TRE,28.7044,-98.4775,1983,Coal,410,2173032
6188,Harris Dam,Alabama Power Co,SERC,33.258281,-85.616047,1984,Hydro,135,147978
6189,Rocky Mountain Hydroelectric Plant,Oglethorpe Power Corporation,SERC,34.355538,-85.303942,1996,Hydro,847.8,-472543
6190,Brame Energy Center,Cleco Power LLC,SPP,31.395,-92.716667,1993,Oil,1707.3,6534198
6193,Harrington,Southwestern Public Service Co,SPP,35.29816,-101.747187,1979,Coal,1080,5730315
6194,Tolk,Southwestern Public Service Co,SPP,34.186494,-102.56999,1984,Coal,1135.8,6687712
6195,John Twitty Energy Center,City Utilities of Springfield - (MO),SPP,37.151706,-93.38804,1995,Coal,603,2426696
6196,W E Warne,California Dept. of  Water Resources,WECC,34.6853,-118.7881,1984,Hydro,74.2,180578
6200,Rock Island,PUD No 1 of Chelan County,WECC,47.346111,-120.0917,1968,Hydro,629.4,2780308
6202,Ross,City of Seattle - (WA),WECC,48.732577,-121.06788,1955,Hydro,450,794413
6204,Laramie River Station,Basin Electric Power Coop,WECC,42.108889,-104.8825,1983,Coal,1710,10102049
6206,Tacoma,Public Service Co of Colorado,WECC,37.52372,-107.782786,1906,Hydro,4.6,291
6207,Ames Hydro,Public Service Co of Colorado,WECC,37.866,-107.8831,1907,Hydro,3.6,2294
6208,Mount Elbert,U S Bureau of Reclamation,WECC,39.094197,-106.352331,1983,Hydro,200,-52967
6210,Northeast (WA),Avista Corp,WECC,47.73511,-117.370538,1979,Gas,61.8,2431
6211,Dynegy Oakland Power Plant,"Dynegy Oakland, LLC",WECC,37.79675,-122.28185,1979,Oil,223.5,7404
6213,Merom,"Hoosier Energy R E C, Inc",RFC,39.0694,-87.5108,1983,Coal,1080,6444869
6220,Durant,City of Durant - (IA),MRO,41.59976,-90.91195,1995,Oil,6.4,47
6223,Empire Energy Center,Empire District Electric Co,SPP,37.1385,-94.1041,1988,Gas,379,112190
6225,Jasper 2,City of Jasper - (IN),RFC,38.4004,-86.9146,1969,Coal,14.5,0
6229,Mobile,Nebraska Public Power District,MRO,40.8667,-97.5925,1991,Oil,3.1,24
6231,Apple River,Northern States Power Co - Minnesota,MRO,45.157552,-92.716214,1902,Hydro,2.4,15370
6238,Pearl Station,"Prairie Power, Inc",SERC,39.449185,-90.614119,1974,Oil,24,83
6243,Dansby,City of Bryan - (TX),TRE,30.7217,-96.4608,1993,Gas,203.2,107241
6248,Pawnee,Public Service Co of Colorado,WECC,40.2217,-103.6803,1982,Coal,552.3,2704998
6249,Winyah,South Carolina Public Service Authority,SERC,33.331944,-79.357222,1979,Coal,1260,4690240
6250,Mayo,Duke Energy Progress - (NC),SERC,36.5278,-78.8917,1984,Coal,735.8,2584493
6251,South Texas Project,STP Nuclear Operating Co,TRE,28.795,-96.0481,1990,Nuclear,2708.6,20651667
6253,Germantown,Wisconsin Electric Power Co,RFC,43.1952,-88.1496,1985,Gas,335.7,6607
6254,Ottumwa,Interstate Power and Light Co,MRO,41.0961,-92.555833,1982,Coal,725.9,2632396
6257,Scherer,Georgia Power Co,SERC,33.0606,-83.8075,1986,Coal,3564,18894546
6258,Wilson,Georgia Power Co,SERC,33.137711,-81.748294,1974,Oil,321.2,2687
6264,Mountaineer,Appalachian Power Co,RFC,38.9794,-81.9344,1981,Coal,1300,8241231
6265,Swift 2,PacifiCorp,WECC,46.0594,-122.2594,1960,Hydro,72,0
6280,Ozark Beach,Empire District Electric Co,SERC,36.658995,-93.1235,1932,Hydro,16,60693
6281,Kodiak,Kodiak Electric Assn Inc,ASCC,57.789683,-152.39675,1995,Oil,22.3,0
6282,Port Lions,Kodiak Electric Assn Inc,ASCC,57.7911,-152.4058,1971,Oil,1,0
6283,Seldovia,Homer Electric Assn Inc,ASCC,59.43959,-151.713488,2005,Oil,2.4,444
6285,North Pole,Golden Valley Elec Assn Inc,ASCC,64.7356,-147.3481,1988,Oil,181,313855
6286,Fairbanks,Golden Valley Elec Assn Inc,ASCC,64.854171,-147.719351,1972,Oil,42.2,7085
6288,Healy,Golden Valley Elec Assn Inc,ASCC,63.8542,-148.95,1968,Coal,30.8,185905
6291,Cooper Lake,Chugach Electric Assn Inc,ASCC,60.392331,-149.665603,1962,Hydro,19.4,32050
6292,Bernice Lake,Homer Electric Assn Inc,ASCC,60.6935,-151.3874,1979,Gas,76.7,17447
6293,International,Chugach Electric Assn Inc,ASCC,61.168972,-149.911038,1968,Gas,46.3,862
6299,Unalakleet,Unalakleet Valley Elec Coop,ASCC,63.5325,-160.9006,2011,Oil,2,3440
6301,Naknek,"Naknek Electric Assn, Inc",ASCC,58.8128,-156.7319,1996,Oil,9.9,20718
6302,Purple Lake,Metlakatla Power & Light,ASCC,55.091263,-131.544978,1959,Hydro,3.9,15660
6304,Kotzebue,Kotzebue Electric Assn Inc,ASCC,66.837778,-162.556944,2005,Wind,45.9,21294
6305,Glennallen,"Copper Valley Elec Assn, Inc",ASCC,61.9769,-146.5494,1987,Oil,10.7,9104
6306,Valdez,"Copper Valley Elec Assn, Inc",ASCC,61.1303,-146.3647,1974,Oil,9.7,2007
6314,Emmonak,"Alaska Village Elec Coop, Inc",ASCC,60.788889,-161.789722,2004,Oil,2.4,3425
6319,Hooper Bay,"Alaska Village Elec Coop, Inc",ASCC,61.5208,-166.1003,1993,Oil,1.6,2809
6323,Kiana,"Alaska Village Elec Coop, Inc",ASCC,67.5683,-160.5053,1994,Oil,1.1,1520
6329,Mountain Village,"Alaska Village Elec Coop, Inc",ASCC,62.1656,-163.0783,1984,Oil,1.7,2803
6330,Noorvik,"Alaska Village Elec Coop, Inc",ASCC,66.8553,-160.4958,1995,Oil,1,1834
6338,St Marys IC,"Alaska Village Elec Coop, Inc",ASCC,62.0636,-163.2658,2001,Oil,6.5,2958
6341,Selawik,"Alaska Village Elec Coop, Inc",ASCC,66.5569,-160.1431,2001,Oil,1.6,2567
6345,Shishmaref,"Alaska Village Elec Coop, Inc",ASCC,65.0853,-165.1108,1987,Oil,1.4,1625
6348,Togiak,"Alaska Village Elec Coop, Inc",ASCC,59.2281,-160.385,2006,Oil,2.1,3011
6356,Sixth Street Gas Turbine,City of Holland,RFC,42.792645,-86.103583,1975,Oil,24,-101
6358,Hutchinson Plant #2,Hutchinson Utilities Comm,MRO,44.888881,-94.349348,1997,Gas,90.5,13336
6359,Felt,Fall River Rural Elec Coop Inc,WECC,43.913476,-111.283319,1979,Hydro,6.9,32313
6369,Detour,Cloverland Electric Co-op,RFC,46.3292,-84.3847,1976,Oil,6,338
6373,Rokeby,Lincoln Electric System,MRO,40.7316,-96.7364,1993,Gas,266.1,29675
6377,Ocracoke,North Carolina El Member Corp,SERC,35.109444,-75.979722,1992,Oil,3,99
6378,Dwight,NAEA Energy Massachusetts  LLC,NPCC,42.149497,-72.610949,1921,Hydro,1.2,0
6379,Indian Orchard,NAEA Energy Massachusetts  LLC,NPCC,42.160954,-72.507631,1929,Hydro,3.7,4570
6388,Turners Falls,"FirstLight Power Resources, Inc. - MA",NPCC,42.608042,-72.561458,1910,Hydro,5.7,16992
6390,Tangier,A & N Electric Coop,RFC,37.8277,-75.9915,1986,Oil,4.1,166
6391,Smith Island,A & N Electric Coop,RFC,37.9933,-76.0353,1988,Oil,1.7,154
6393,Strawberry Creek,Lower Valley Energy Inc,WECC,42.905142,-110.893422,1952,Hydro,1.5,10122
6394,Swift Creek,Lower Valley Energy Inc,WECC,42.728439,-110.916592,2010,Hydro,1.7,7479
6395,Anderson Ranch,U S Bureau of Reclamation,WECC,43.357066,-115.451517,1952,Hydro,40,86299
6396,Black Canyon,U S Bureau of Reclamation,WECC,43.930462,-116.437172,1926,Hydro,10.2,63647
6397,Boise R Diversion,U S Bureau of Reclamation,WECC,43.537685,-116.093756,2005,Hydro,3.3,7038
6398,Minidoka,U S Bureau of Reclamation,WECC,42.669899,-113.483175,1981,Hydro,27.7,96317
6400,Canyon Ferry,U S Bureau of Reclamation,WECC,46.649026,-111.727874,1955,Hydro,49.8,363024
6402,Elephant Butte,U S Bureau of Reclamation,WECC,33.153358,-107.191973,1941,Hydro,27.9,12799
6403,Green Springs,U S Bureau of Reclamation,WECC,42.121168,-122.547896,1961,Hydro,17.2,64423
6404,Deer Creek (UT),U S Bureau of Reclamation,WECC,40.404354,-111.528446,1959,Hydro,4.8,18559
6405,Flaming Gorge,U S Bureau of Reclamation,WECC,40.914646,-109.421662,1965,Hydro,151.8,416743
6406,Chandler,U S Bureau of Reclamation,WECC,46.26678,-119.589821,1957,Hydro,12,44289
6407,Roza,U S Bureau of Reclamation,WECC,46.618413,-120.477759,1959,Hydro,12.9,67481
6408,Heart Mountain,U S Bureau of Reclamation,WECC,44.513767,-109.129588,1949,Hydro,5,18140
6409,Alcova,U S Bureau of Reclamation,WECC,42.548412,-106.717536,1956,Hydro,41.4,73132
