Plant Code,Plant Name,Owner,NERC Region,Latitude,Longitude,Weighted Year.Month,Primary Fuel,Total Capacity (MW),Net Generation (MWh)
55207,Valmont Combustion Turbine Project,SWG Colorado LLC,WECC,40.0205,-105.2009,2001,Gas,142.2,480
55208,Lake Benton I,Allete Clean Energy,MRO,44.2917,-96.375,1999,Wind,214.4,235602
55210,Afton Generating Station,Public Service Co of NM,WECC,32.114185,-106.846483,2005,Gas,287,545740
55211,ANP Bellingham Energy Project,ANP Bellingham Energy Company LLC,NPCC,42.110577,-71.453468,2003,Gas,578,2235439
55212,ANP Blackstone Energy Project,ANP Blackstone Energy Company LLC,NPCC,42.059876,-71.515811,2002,Gas,578,2148424
55215,Odessa Ector Generating Station,Odessa-Ector Power Partners LP,TRE,31.8403,-102.3264,2002,Gas,1152.8,4782049
55216,Morris Cogeneration LLC,Morris Cogeneration LLC,RFC,41.411944,-88.332778,2000,Gas,179,564437
55217,Los Medanos Energy Center,Los Medanos Energy Center LLC,WECC,38.030071,-121.873004,2002,Gas,678.3,3540552
55218,Hinds Energy Facility,Entergy Mississippi Inc,SERC,32.378969,-90.219906,2002,Waste,551.3,2746899
55220,Attala,Entergy Mississippi Inc,SERC,33.0147,-89.6753,2002,Gas,551.3,3232686
55221,Harry L. Oswald,Arkansas Electric Coop Corp,SERC,34.5923,-92.2166,2003,Gas,599.5,159242
55222,Lincoln Generating Facility,Lincoln Generating Facility LLC,RFC,41.393315,-87.943612,2001,Gas,692,45383
55223,Ennis Power Company LLC,Ennis Power Company LLC,TRE,32.32,-96.675,2003,Gas,418,1792415
55224,Wheatland Generating Facility,Duke Energy Indiana Inc,RFC,38.6716,-87.2931,2001,Gas,540,38371
55225,Oneta Energy Center,Oneta Power LLC,SPP,36.0119,-95.6967,2004,Gas,1214,2979529
55226,Freestone Energy Center,Freestone Power Generation LLC,TRE,31.8907,-96.1131,2003,Gas,1036,4087206
55228,Greenville Electric Generating Station,"Buckeye Power, Inc",RFC,40.075783,-84.615136,2001,Gas,236,47938
55229,Montpelier Electric Generating Station,DPL Energy LLC,RFC,40.6206,-85.3057,2002,Gas,236,76523
55230,Jack County,Brazos Electric Power Coop Inc,TRE,33.101,-97.9574,2009,Gas,1280,6240763
55231,Liberty Electric Power Plant,Liberty Electric Power LLC,RFC,39.8614,-75.3358,2003,Gas,614,3751680
55232,Marshall Energy Facility,Tennessee Valley Authority,SERC,37.0286,-88.3958,2003,Gas,688,66618
55233,Handsome Lake Energy LLC,Handsome Lake Energy LLC,RFC,41.2908,-79.8061,2002,Gas,294.5,131110
55234,Audrain Generating Station,Union Electric Co - (MO),SERC,39.3092,-91.5369,2002,Gas,814.4,2422
55236,Lee Energy Facility,Duke Energy Commercial Asset Management,RFC,41.8287,-89.4054,2002,Gas,814.4,31771
55237,Energy Shelby County,NRG Wholesale Generation LP,SERC,39.2794,-88.4772,2001,Gas,483,16317
55238,NRG Rockford I,Indeck Operations  Inc,RFC,42.238558,-89.101202,2001,Gas,316,35479
55239,Red Oak Power LLC,Red Oak Operating Services LLC,RFC,40.448674,-74.348879,2003,Gas,821.1,5428446
55241,Hog Bayou Energy Center,Mobile Energy LLC,SERC,30.7478,-88.0575,2002,Gas,280,468635
55242,Santa Rosa Energy Center,Santa Rosa Energy Center LLC,SERC,30.5664,-87.115,2004,Gas,274.5,464851
55243,Astoria Gas Turbines,NRG Astoria Gas Turbine Operations Inc,NPCC,40.787,-73.9048,1971,Gas,646.9,54276
55244,Doyle Generating Facility,Doyle I LLC,SERC,33.837699,-83.699577,2001,Gas,409,11054
55245,Tuscola Station,"DTE Tuscola, LLC",SERC,39.798175,-88.349771,1970,Coal,18,40594
55247,Darby Electric Generating Station,AEP Generation Resources Inc,RFC,39.7139,-83.1778,2002,Gas,564,31835
55248,Tait Electric Generating Station,DPL Energy LLC,RFC,39.727679,-84.209489,2003,Gas,376,66002
55250,University Park South,University Park Energy LLC,RFC,41.440893,-87.753189,2002,Gas,342,60478
55251,Gleason Generating Facility,Tennessee Valley Authority,SERC,36.2454,-88.612,2001,Gas,567.8,3515
55253,Crete Energy Venture LLC,Crete Energy Venture LLC,RFC,41.429444,-87.6187,2003,Gas,356,30621
55259,Whiting Clean Energy,BP Alternative Energy,RFC,41.6739,-87.4775,2003,Gas,576.8,1661476
55262,Bowling Green Generating Station,"American Mun Power-Ohio, Inc",RFC,41.397369,-83.641236,2001,Gas,49.5,855
55263,Galion Generating Station,"American Mun Power-Ohio, Inc",RFC,40.7167,-82.789,2001,Gas,49.5,789
55264,Napoleon Peaking Station,"American Mun Power-Ohio, Inc",RFC,41.4079,-84.1095,2001,Gas,49.5,892
55265,Lake Benton II,Lake Benton Power Part II LLC,MRO,44.129369,-96.116971,2000,Wind,207,272217
55267,Edward L. Addison Generating Plant,Southern Power Co,SERC,32.9111,-84.3064,2001,Gas,701.2,531584
55269,TVA Southaven Combined Cycle,Tennessee Valley Authority,SERC,34.9939,-90.0378,2004,Gas,903.9,2197860
55270,Jackson Power Facility,AlphaGen Power LLC,RFC,42.2488,-84.3767,2003,Gas,649,574250
55271,Tenaska Lindsay Hill Generating Station,Tenaska Alabama Partners LP,SERC,32.6514,-86.7386,2003,Gas,939.4,3035953
55274,State Farm Support Center East,State Farm Mutual Auto Ins Co,SERC,34.0858,-84.2353,1999,Oil,10.8,163
55276,Ceredo Generating Station,Appalachian Power Co,RFC,38.3681,-82.5339,2002,Gas,519,164268
55278,Beaver Creek Gas Plant,Devon Energy Production Co,WECC,42.8475,-108.3136,1989,Gas,5,17692
55279,Aurora,NRG Wholesale Generation LP,RFC,41.8151,-88.2265,2002,Gas,1275,49707
55281,Southeast Chicago Energy Project,Exelon Power,RFC,41.7181,-87.5449,2003,Gas,407.2,-4556
55282,Arlington Valley Energy Facility,Arlington Valley LLC,WECC,33.3417,-112.8897,2003,Gas,713,1128760
55283,Front Range Power Plant,City of Colorado Springs - (CO),WECC,38.6281,-104.7069,2004,Gas,541,1802796
55284,Big Sandy Peaker Plant,Big Sandy Peaker Plant LLC,RFC,38.3441,-82.5938,2002,Gas,342,75179
55285,Wolf Hills Energy,Wolf Hills Energy LLC,RFC,36.6644,-82.1044,2002,Gas,285,50519
55286,Oleander Power Project LP,Southern Power Co,FRCC,28.3661,-80.7947,2004,Gas,994.4,73347
55287,Storm Lake II,Allete Clean Energy,MRO,42.8417,-95.405,2000,Wind,160.4,192596
55288,Medway Hydro,"Brookfield Black Bear Hydro, LLC",NPCC,45.6072,-68.5453,1924,Hydro,3.2,32399
55292,Decatur Energy Center,Decatur Energy Center LLC,SERC,34.6292,-87.0214,2003,Gas,902.4,991669
55293,Morgan Energy Center,Morgan Energy Center LLC,SERC,34.6397,-87.0639,2004,Gas,900,3837308
55294,Westbrook Energy Center Power Plant,Westbrook Energy Center,NPCC,43.6575,-70.375,2002,Gas,563.9,1838911
55295,Blythe Energy Inc,AltaGas Blythe Operations Inc,WECC,33.6157,-114.6865,2004,Gas,591,1687604
55296,Calumet Energy Team LLC,IPA Operations Inc - Calumet,RFC,41.6835,-87.5563,2003,Gas,312.8,124426
55297,New Covert Generating Facility,New Covert Generating Company  LLC,RFC,42.32238,-86.29368,2005,Gas,1176,1608425
55298,Fairless Energy Center,Fairless Energy LLC,RFC,40.1475,-74.7411,2005,Gas,1338,6995551
55299,Channel Energy Center LLC,Channel Energy Center LLC,TRE,29.7189,-95.2319,2005,Gas,923.8,3047439
55302,Wasatch Energy Systems Energy Recovery,Wasatch Integrated Waste Management,WECC,41.1097,-111.9554,1987,Waste,1.6,7303
55304,Baconton Power Plant,Baconton Power LLC,SERC,31.3869,-84.08,2001,Gas,242,31447
55306,Gila River Power Station,Gila River Power Station LP,WECC,32.975,-112.6944,2004,Gas,619,2566958
55308,Calvert City,DTE Calvert City LLC,SERC,37.048333,-88.353889,2001,Gas,26.7,219301
55309,Air Products Port Arthur,Air Products LLC,SERC,29.866497,-93.96515,2007,Gas,169.1,747816
55311,BASF Freeport Works,BASF Corporation,TRE,29.002,-95.394,2000,Gas,92.7,502305
55312,Phelps Dodge Cobre Mining,FreePort-McMoRan-Corp-Cobre Mines,WECC,32.8561,-108.0847,1983,Oil,2.4,0
55313,Ingleside Cogeneration,Ingleside Cogeneration LP,TRE,27.882778,-97.242778,2000,Gas,517,3051751
55317,Fore River Generating Station,"Calpine Fore River Energy Center, LLC",NPCC,42.2422,-70.9661,2004,Gas,872.2,3901990
55318,Indian River,Orlando Utilities Comm,FRCC,28.493176,-80.780246,1970,Gas,609,0
55319,Athens Regional Medical Center,Athens Regional Medical Center,SERC,33.9625,-83.3981,2004,Oil,4.6,0
55320,Wise County Power LLC,Wise County Power Company  LLC,TRE,33.0583,-97.9103,2005,Gas,746,3763530
55322,Chuck Lenzie Generating Station,Nevada Power Co,WECC,36.383719,-114.921779,2007,Gas,1465.6,6075067
55327,Baytown Energy Center,Baytown Energy Center LLC,TRE,29.7731,-94.9019,2003,Gas,914.6,3461077
55328,Hermiston Power Partnership,Hermiston Power Partnership,WECC,45.794046,-119.313323,2003,Gas,689.4,3100584
55332,Washington County,Washington County Power,SERC,33.092239,-82.979992,2004,Gas,795.6,61274
55333,Delta Energy Center,Delta Energy Center LLC,WECC,38.0169,-121.8439,2003,Gas,943.5,5187071
55334,Holland Energy Facility,NAES Corporation - (WA),SERC,39.223144,-88.758406,2003,Gas,702.1,296933
55337,PPL Ironwood LLC,PPL Ironwood LLC,RFC,40.3509,-76.3658,2003,Gas,777.6,5208269
55340,Dell Power Station,"Associated Electric Coop, Inc",SERC,35.8619,-90.0253,2008,Gas,679.1,156766
55342,Woodstock Windfarm,Woodstock Hills,MRO,43.985833,-96.078611,2000,Wind,20.4,22907
55343,Luna Energy Facility,Public Service Co of NM,WECC,32.299349,-107.7834,2007,Gas,650,2052629
55345,Otay Mesa Generating Project,Otay Mesa Energy Center LLC,WECC,32.581481,-116.914969,2010,Gas,688.5,3650654
55347,Armstrong,IPA Operations Inc - Armstrong,RFC,40.638021,-79.351725,2003,Gas,688,711764
55348,Troy Energy LLC,Troy Energy LLC,RFC,41.47724,-83.45983,2003,Gas,688,311015
55349,Pleasants Energy LLC,Pleasants Energy LLC,RFC,39.3325,-81.3642,2003,Gas,344,378055
55350,Dresden Energy Facility,Appalachian Power Co,RFC,40.0928,-82.0276,2013,Gas,678.3,3933693
55353,Lakota Ridge LLC,Energy Operations Group LLC (MN),MRO,44.39956,-96.428367,2000,Wind,22.4,29285
55354,Shaokatan Hills LLC,Energy Operations Group LLC (MN),MRO,44.421711,-96.434694,2000,Wind,23.6,36421
55357,Brazos Valley Generating Facility,Brazos Valley Energy,TRE,29.4731,-95.6244,2004,Gas,675.6,2417799
55358,Cottonwood Energy Project,Cottonwood Energy Co LP,SERC,30.2588,-93.7353,2004,Gas,1433.6,4981245
55364,Sugar Creek Power,Northern Indiana Pub Serv Co,RFC,39.3931,-87.5108,2003,Gas,619.4,2421011
55365,Exelon LaPorte Generating Station,Exelon Power,TRE,29.7028,-95.0718,2002,Gas,236,84621
55367,West Texas Wind Energy LLC,West Texas Wind Energy Partners LLC,TRE,31.1392,-102.2253,2000,Wind,150,180483
55368,Wethersfield Wind Farm,CHI Energy Inc,NPCC,42.678819,-78.243792,2001,Wind,13.2,9409
55369,Hamakua Energy Plant,Hamakua Energy Partners LP,HICC,20.0939,-155.4711,2001,Oil,66,182295
55370,Green Mountain Wind Farm,FPL Energy Pennsylvania Wind LLC,RFC,39.851389,-79.070556,2001,Wind,20.8,5364
55372,Harquahala Generating Project,"New Harquahala Generating Co, LLC",WECC,33.47596,-113.113434,2005,Gas,1325.1,1311008
55375,Astoria Energy,Astoria Energy LLC,NPCC,40.7825,-73.8964,2007,Gas,592,3499124
55377,FirstEnergy Allegheny Energy Units 8 & 9,Allegheny Energy Supply Co LLC,RFC,39.7475,-79.838888,2001,Gas,87.6,49415
55380,Union Power Partners LP,Union Power Partners LP,SERC,33.296146,-92.589364,2004,Gas,2428,6248560
55381,Commonwealth Chesapeake,Commonwealth Chesapeake Co LLC,RFC,37.9892,-75.54,2002,Oil,402.5,155228
55382,Thomas A Smith Energy Facility,Oglethorpe Power Corporation,SERC,34.7094,-84.9175,2003,Gas,1192,1903665
55386,Columbia Energy Center (SC),Columbia Energy LLC,SERC,33.8697,-81.0178,2005,Gas,668.5,578783
55390,State Farm Insur Support Center Central,State Farm Mutual Auto Ins Co,TRE,32.9192,-96.9894,1999,Oil,10.8,163
55391,RockGen Energy Center,Calpine -RockGen Energy,MRO,42.9767,-89.0492,2002,Gas,561,65620
55392,Zion Energy Center,Zion Energy LLC,RFC,42.4776,-87.895,2003,Gas,596.7,63656
55393,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,WECC,37.2207,-121.7457,2006,Gas,635,2461413
55395,Crossroads Energy Center,Clarksdale Public Utilities,SERC,34.183,-90.5621,2003,Gas,306.4,70440
55396,Green Power I,FPL Energy Green Power,WECC,33.9014,-116.7167,1976,Wind,33,24345
55397,Washington Energy Facility,Duke Energy Commercial Asset Management,RFC,39.58,-81.6564,2003,Gas,714.9,4345118
55400,Elk Hills Power LLC,Elk Hills Power LLC,WECC,35.280318,-119.470707,2004,Waste,623,3924149
55401,Rolling Hills Generating,Rolling Hills Generating LLC,RFC,39.0839,-82.3328,2004,Gas,977.5,28211
55402,Renaissance Power LLC,Renaissance Power LLC,RFC,43.1864,-84.8429,2003,Gas,680,130870
55404,Carville Energy LLC,Carville Energy LLC,SERC,30.2294,-91.065,2004,Gas,570,2067416
55405,Athens Generating Plant,New Athens Generating Company LLC,NPCC,42.2728,-73.8492,2005,Gas,1323,2658650
55406,Effingham County Power Project,Effingham County Power,SERC,32.277252,-81.284411,2004,Gas,596.6,1448272
55409,Calhoun Energy Center,Calhoun Power Co LLC,SERC,33.5883,-85.9731,2004,Gas,748,28639
55411,Hillabee Energy Center,CER Generation LLC,SERC,33.000669,-85.903278,2011,Gas,822.8,5027955
55412,Osprey Energy Center Power Plant,Osprey Energy Center,FRCC,28.0525,-81.8083,2005,Gas,644.2,1389853
55414,Shady Hills Generating Station,Shady Hills Power Co LLC,FRCC,28.3665,-82.558611,2003,Gas,541.2,625345
55415,Vandolah Power Station,Vandolah Power Co LLC,FRCC,27.523607,-81.923951,2003,Gas,728,319649
55417,Raccoon Creek Energy Center,Union Electric Co - (MO),SERC,38.6996,-88.5392,2003,Gas,456,1522
55418,Hot Spring Generating Facility,Entergy Arkansas Inc,SERC,34.29759,-92.868344,2003,Gas,714.8,1266981
55419,Plaquemine Cogeneration Plant,Dow Chemical Co,SERC,30.3217,-91.2347,2005,Gas,987,4585193
55422,DeSoto County Plant,LS Power Development LLC,FRCC,27.2272,-81.8092,2003,Gas,398.8,0
55429,Kentucky Mills,Domtar Paper Company LLC,SERC,37.8948,-86.6854,2002,Biomass,88,371239
55433,Bayou Cove Peaking Power,NRG South CentralOperationsInc,SERC,30.2825,-92.5997,2003,Gas,416,154787
55438,Elgin Energy Center LLC,Mainline Generation LLC,RFC,42.000061,-88.244572,2003,Gas,540,60050
55439,Tenaska Virginia Generating Station,Tenaska Virginia Partners LP,SERC,37.8667,-78.3813,2005,Gas,946.1,3701880
55440,Tenaska Central Alabama Generating Stn,Tenaska Alabama B LP,SERC,32.6497,-86.74,2004,Gas,927.1,4476599
55447,Columbia Energy Center,City of Columbia - (MO),SERC,39.0192,-92.2629,2002,Gas,162.8,6487
55451,Magnolia Power Plant,Tennessee Valley Authority,SERC,34.835,-89.2026,2004,Gas,1003.5,4079143
55453,Fountain Valley Power Facility,Fountain Valley Power LLC,WECC,38.5569,-104.6875,2002,Gas,228,371275
55455,Red Hawk,Arizona Public Service Co,WECC,33.334562,-112.840641,2003,Gas,1140.3,3684787
55457,McClain Energy Facility,Oklahoma Gas & Electric Co,SPP,35.29774,-97.58985,2002,Gas,468.5,2469139
55463,Redbud Power Plant,Oklahoma Gas & Electric Co,SPP,35.6856,-97.2264,2005,Gas,1433.6,5950275
55464,Deer Park Energy Center,Deer Park Energy Center,TRE,29.713414,-95.134508,2006,Gas,1176,6184816
55467,Ouachita,Entergy Louisiana LLC,SERC,32.7061,-92.0683,2003,Gas,903.9,3640642
55470,Green Power 2,South Houston Green Power LP,TRE,29.378097,-94.932773,2006,Gas,861,4203597
55477,Neil Simpson Gas Turbine #2,Black Hills Power Inc,WECC,44.285,-105.3786,2002,Gas,40,4478
55478,Lange Gas Turbines,Black Hills Power Inc,WECC,44.1203,-103.26,2003,Gas,40,2917
55479,Wygen 1,Black Hills Power Inc,WECC,44.2858,-105.3833,2004,Coal,88,705406
55480,Forney Energy Center,FPLE Forney LP,TRE,32.7563,-96.4916,2004,Gas,1850.8,8583702
55481,Mesquite Generating Station Block 2,CAMS,WECC,33.345047,-112.864227,2004,Gas,691.6,3393145
55482,Goldendale Generating Station,Puget Sound Energy Inc,WECC,45.8114,-120.833,2005,Gas,284.3,1005123
55488,Blackburn Landfill Co-Generation,Catawba County,SERC,35.6067,-81.3006,2001,Waste,2.9,21236
55494,Tri Center Naniwa Energy,Naniwa Energy LLC,WECC,39.55715,-119.517834,2002,Gas,252,0
55496,Goose Creek Energy Center,Union Electric Co - (MO),SERC,40.106931,-88.599867,2004,Gas,684,-929
55499,CalPeak Power Vaca Dixon Peaker Plant,"Calpeak Operating Services, LLC",WECC,38.398867,-121.923973,2003,Gas,60.5,13068
55501,Kiamichi Energy Facility,Kiowa Power Partners LLC,SPP,34.6831,-95.9349,2004,Gas,1370,2819111
55502,Lawrenceburg Energy Facility,AEP Generating Company,RFC,39.0911,-84.8669,2005,Gas,1232,3316582
55503,AEP Waterford Facility,AEP Generation Resources Inc,RFC,39.5333,-81.7178,2004,Gas,921.6,3923031
55504,Limon Generating Station,"Tri-State G & T Assn, Inc",WECC,39.2038,-103.7005,2003,Gas,154.2,27719
55505,Frank Knutson,"Tri-State G & T Assn, Inc",WECC,39.941129,-104.682015,2003,Gas,154.2,0
55508,CalPeak Power Panoche Peaker Plant,"Calpeak Operating Services, LLC",WECC,36.652905,-120.580609,2002,Gas,60.5,13997
55510,CalPeak Power Border Peaker Plant,"Calpeak Operating Services, LLC",WECC,32.562448,-116.943869,2002,Gas,60.5,16042
55512,Cuyamaca Peak Energy Plant,San Diego Gas & Electric Co,WECC,32.796491,-116.972071,2003,Gas,48.7,23354
55513,CalPeak Power Enterprise Peaker Plant,"Calpeak Operating Services, LLC",WECC,33.121943,-117.117441,2002,Gas,58.9,16682
55514,Apex Generating Station,Los Angeles Department of Water & Power,WECC,36.415999,-114.960916,2004,Gas,600.6,1653509
55516,Fayette Energy Facility,Duke Energy Commercial Asset Management,RFC,39.8592,-79.9182,2004,Gas,644.1,4461553
55517,Wallingford Energy,Wallingford Energy LLC,NPCC,41.448694,-72.835364,2002,Gas,250,47697
55518,High Desert Power Plant,High Desert Power Project LLC,WECC,34.5953,-117.3647,2004,Gas,852,3964940
55522,Sundance,Arizona Public Service Co,WECC,32.9285,-111.5899,2003,Gas,605,52865
55524,York Energy Center,Calpine Mid-Merit LLC,RFC,39.7375,-76.306666,2012,Gas,560,2537264
55525,MMSD South Shore Wastewater,Milwaukee Metro Sewerage Dist,RFC,42.8869,-87.8422,2007,Waste,5.1,14820
55526,Atascosita,"TX LFG Energy, LP",TRE,29.9522,-95.2422,2004,Waste,10.2,71196
55534,Water Filter Plant #2,City of Morganton - (NC),SERC,35.737748,-81.7278,2014,Oil,1.8,26
55538,Escondido Energy Center,Wellhead Services Inc,WECC,33.1261,-117.1172,2015,Gas,49.9,40218
55540,Chula Vista Energy Center,Wellhead Services Inc,WECC,32.591667,-117.058611,2002,Gas,44,905
55541,Indigo Energy Facility,Diamond Generating Corporation,WECC,33.910873,-116.552994,2002,Gas,149.7,67975
55542,Larkspur Energy Facility,Diamond Generating Corporation,WECC,32.567041,-116.944197,2002,Gas,99.8,77799
55544,Klamath Expansion Project,Pacific Klamath Energy Inc,WECC,42.172718,-121.814393,2003,Gas,117.6,34991
55545,Hidalgo Energy Center,Calpine Corp - Hidalgo,TRE,26.34172,-98.175759,2001,Gas,551.3,1571009
55551,Baytown,"TX LFG Energy, LP",TRE,29.6744,-94.9139,2004,Waste,4,19726
55552,Bluebonnet,"TX LFG Energy, LP",TRE,29.8108,-95.2539,2004,Waste,4,4227
55554,Coastal Plains,"TX LFG Energy, LP",TRE,29.425,-95.1872,2004,Waste,6.8,34834
55556,Security,"TX LFG Energy, LP",SERC,30.3225,-95.2681,2004,Waste,3.4,24980
55557,Wilmington Hydrogen Plant,Air Products & Chemicals Inc,WECC,33.7803,-118.24,1997,Waste,31.9,203585
55558,Combined Locks Energy Center,WPS Power Developement,RFC,44.2717,-88.3011,2003,Gas,53,0
55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,WECC,46.06,-118.917,2002,Wind,353.8,367594
55561,Tsar Nicholas LLC,CHI Operations Inc,MRO,44.42,-96.4347,2002,Wind,3.8,6446
55562,Sun River LLC,CHI Operations Inc,MRO,44.4289,-96.4358,2002,Wind,3.8,6112
55563,Julia Hills LLC,CHI Operations Inc,MRO,44.4231,-96.4458,2002,Wind,3.8,5924
55564,Jessica Mills LLC,CHI Operations Inc,MRO,44.4278,-96.43,2002,Wind,3.8,5707
55565,Jack River LLC,CHI Operations Inc,MRO,44.4233,-96.4411,2002,Wind,3.8,6060
55566,Autumn Hills LLC,CHI Operations Inc,MRO,44.4131,-96.4325,2002,Wind,3.8,6204
55567,Winters Spawn LLC,CHI Operations Inc,MRO,44.2081,-96.1989,2002,Wind,3.8,6974
55568,Twin Lake Hills LLC,CHI Operations Inc,MRO,44.2258,-96.2789,2001,Wind,3.8,6805
55569,Spartan Hills LLC,CHI Operations Inc,MRO,44.2358,-96.2383,2002,Wind,3.8,6612
55570,Soliloquoy Ridge LLC,CHI Operations Inc,MRO,44.2364,-96.2331,2002,Wind,3.8,6762
55571,Ruthton Ridge LLC,CHI Operations Inc,MRO,44.2128,-96.2131,2002,Wind,3.8,6833
55572,Hope Creek LLC,CHI Operations Inc,MRO,44.2275,-96.2192,2002,Wind,3.8,6875
55573,Hadley Ridge LLC,CHI Operations Inc,MRO,44.2253,-96.235,2001,Wind,3.8,6665
55574,Florence Hills LLC,CHI Operations Inc,MRO,44.2297,-96.225,2002,Wind,3.8,6272
55576,Agassiz Beach LLC,CHI Operations Inc,MRO,47.0053,-96.4356,2002,Wind,3.8,5483
55578,Hueco Mountain Wind Ranch,El Paso Electric Co,WECC,31.7158,-105.9908,2002,Wind,2.6,52
55579,Llano Estacado Wind Ranch,Shell Wind Energy Inc.,SPP,35.4789,-101.2439,2002,Wind,160,259869
55581,King Mountain Wind Ranch 1,FPL Energy Upton Wind LP,TRE,31.2092,-102.2417,2002,Wind,556,662723
55588,GRS Sunset Farms,Gas Recovery Systems Inc,TRE,30.3431,-97.6203,1999,Waste,4,18208
55589,GRS Fall River,Gas Recovery Systems Inc,NPCC,41.748669,-71.106469,2001,Waste,5.3,28692
55592,Mallard Lake Electric,Gas Recovery Services-IL Inc,RFC,41.952742,-88.143737,1998,Waste,20,57889
55596,GRS Arbor Hills,Gas Recovery Systems Inc,RFC,42.395335,-83.557999,1999,Waste,30.3,124496
55597,GRS C&C,Gas Recovery Systems Inc,RFC,42.356343,-85.005779,2001,Waste,5.7,32371
55598,GRS Pine Bend,Pine Bend LLC,MRO,44.786977,-93.055586,1997,Waste,16.6,35023
55599,GRS CMS,Gas Recovery Systems Inc,SERC,35.353269,-80.668024,2000,Waste,5.3,28400
55600,Binghamton Cogen,Wellhead Services Inc,NPCC,42.107192,-75.927782,1993,Gas,47.7,24
55601,Prima Plant,MM Prima Deshecha Energy LLC,WECC,33.4925,-117.6406,2000,Waste,6,42166
55602,MM San Diego-North City,MM San Diego Energy-North City,WECC,32.8817,-117.1958,2000,Waste,3.6,23255
55603,Tajiguas Plant,MM Tajiguas Energy LLC,WECC,34.4383,-119.9397,2001,Waste,3,24265
55607,Foote Creek I,AES Wind Generation Inc,WECC,41.6283,-106.2013,2000,Wind,82.8,110628
55608,Foote Creek II,Terra-Gen Operating Co LLC,WECC,41.657539,-106.189183,2000,Wind,3.6,6389
55609,Foote Creek III,Terra-Gen Operating Co LLC,WECC,41.666469,-106.183278,2000,Wind,49.6,80479
55610,Foote Creek IV,Terra-Gen Operating Co LLC,WECC,41.6744,-106.1805,2001,Wind,33.6,62304
55611,Mingo Junction Energy Center,AE Operations LLC,RFC,40.3136,-80.6058,1999,Gas,32,0
55618,Monmouth Landfill Gas to Energy,Monmouth Energy Inc,RFC,40.246827,-74.117423,1999,Waste,9.8,34950
55619,Watchtower Educational Center,Watchtower Bible & Tract Soc-NY,NPCC,41.4919,-73.5778,1997,Gas,2.1,0
55620,Perryville Power Station,Entergy Louisiana LLC,SPP,32.6908,-92.0183,2003,Gas,824.1,3421202
55622,West Valley Generation Project,"West Valley Power, LLC",WECC,40.6667,-112.0317,2003,Gas,217,115630
55625,Creed Energy Center,Creed Energy Center LLC,WECC,38.242158,-121.854722,2004,Gas,47,10810
55626,Lambie Energy Center,Gilroy Energy Center LLC,WECC,38.221577,-121.868333,2004,Gas,47,10836
55627,Goose Haven Energy Center,Goose Haven Energy Center,WECC,38.226752,-121.843271,2004,Gas,47,11205
55640,University Park North,LSP University Park LLC,RFC,41.4425,-87.7514,2003,Gas,540,171466
55641,Riverside Energy Center,Wisconsin Power & Light Co,MRO,42.583056,-89.035833,2005,Gas,674.9,1833370
55645,Blue Spruce Energy Center,Public Service Co of Colorado,WECC,39.747875,-104.681404,2004,Gas,397.8,300213
55650,Plains End,Plains End Operating Services LLC,WECC,39.857499,-105.225967,2003,Gas,114,15815
55651,Spring Creek Energy Center,Westar Energy Inc,SPP,35.7422,-97.655,2002,Gas,338,23434
55654,Allegheny Energy Units 12 & 13,Allegheny Energy Supply Co LLC,RFC,39.866944,-77.685833,2002,Gas,87.6,75990
55655,WFEC GenCo LLC,"Western Farmers Elec Coop, Inc",SPP,35.0833,-98.2264,2002,Gas,90,31692
55656,"Pastoria Energy Facility, LLC",Calpine Corp - Pastoria Energy Center,WECC,34.9556,-118.844,2006,Gas,779,5097286
55661,EP Newington Energy LLC,EP Newington Energy LLC,NPCC,43.1047,-70.8061,2003,Gas,605.5,939577
55662,Chehalis Generating Facility,PacifiCorp,WECC,46.6225,-122.9131,2004,Gas,698,2543785
55664,Harrison County Power Project,"East Texas Electric Coop, Inc",SPP,32.3958,-94.4367,2004,Gas,570,930362
55667,Lower Mount Bethel Energy,Lower Mount Bethel Energy LLC,RFC,40.801924,-75.107563,2005,Gas,651.6,4202458
55672,Sandersville Energy Facility,AL Sandersville,SERC,33.1189,-82.8608,2003,Gas,692,9041
55684,Flambeau Crowley Rapids Project,Renewable World Energies LLC,MRO,45.8683,-90.5844,1931,Hydro,1.5,7799
55685,Flambeau Lower Project,Renewable World Energies LLC,MRO,45.913526,-90.44746,1924,Hydro,1.2,6379
55687,Higgins Generating Station,Nevada Power Co,WECC,35.6139,-115.3561,2005,Gas,688.4,2017933
55690,Bethlehem Power Plant,Calpine Bethlehem LLC,RFC,40.6175,-75.3147,2004,Gas,1300,4702963
55694,Quantum Choctaw Power LLC,Choctaw Gas Generating Pro LLC,SERC,33.3792,-89.2089,2007,Gas,850.5,837513
55698,Hanford Energy Park Peaker,GWF Energy LLC,WECC,36.270072,-119.648055,2002,Gas,92.2,162226
55699,Bayswater Peaking Facility LLC,Bayswater Peaking Facility LLC,NPCC,40.610654,-73.762218,2003,Gas,60.5,200104
55700,Mint Farm Generating Station,Puget Sound Energy Inc,WECC,46.138824,-122.985506,2009,Gas,319,1288911
55701,Fremont Energy Center,"American Mun Power-Ohio, Inc",RFC,41.377116,-83.161388,2013,Gas,739.5,2311181
